code,name,description,refreshed_at,from_date,to_date
BOM532357,MUKTA ARTS LTD. EOD Prices,End of Day prices and additional trading information for MUKTA ARTS LTD. EOD Prices.,14-05-2021 14:19,13-09-2000,14-05-2021
BOM532359,HIT KIT GLOBAL SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for HIT KIT GLOBAL SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,11-09-2000,14-05-2021
BOM532362,NAGPUR POWER & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for NAGPUR POWER & INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,18-09-2000,14-05-2021
BOM532363,CTIL LTD. EOD Prices,End of Day prices and additional trading information for CTIL LTD. EOD Prices.,14-05-2021 14:19,18-09-2000,08-08-2016
BOM532364,CYBERSCAPE MULTIMEDIA LTD. EOD Prices,End of Day prices and additional trading information for CYBERSCAPE MULTIMEDIA LTD. EOD Prices.,14-05-2021 14:19,18-09-2000,24-07-2017
BOM532365,DYNACONS SYSTEMS & SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for DYNACONS SYSTEMS & SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,20-09-2000,14-05-2021
BOM532366,PNB GILTS LTD. EOD Prices,End of Day prices and additional trading information for PNB GILTS LTD. EOD Prices.,14-05-2021 14:19,22-09-2000,14-05-2021
BOM532367,KANIKA INFOTECH LTD. EOD Prices,End of Day prices and additional trading information for KANIKA INFOTECH LTD. EOD Prices.,14-05-2021 14:19,03-10-2000,21-08-2017
BOM532368,Brightcom Group Ltd EOD Prices,End of Day prices and additional trading information for Brightcom Group Ltd EOD Prices.,14-05-2021 14:19,03-10-2000,14-05-2021
BOM532369,RAMCO INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RAMCO INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,12-10-2000,14-05-2021
BOM532370,RAMCO SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for RAMCO SYSTEMS LTD. EOD Prices.,14-05-2021 14:19,09-10-2000,14-05-2021
BOM532371,TATA TELESERVICES (MAHARASHTRA) LTD. EOD Prices,End of Day prices and additional trading information for TATA TELESERVICES (MAHARASHTRA) LTD. EOD Prices.,14-05-2021 14:19,26-10-2000,14-05-2021
BOM532372,Virinchi Ltd EOD Prices,End of Day prices and additional trading information for Virinchi Ltd EOD Prices.,14-05-2021 14:19,23-10-2000,14-05-2021
BOM532373,WEP SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for WEP SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,06-11-2000,14-05-2021
BOM532374,STERLITE TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for STERLITE TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,26-10-2000,14-05-2021
BOM532375,TIPS INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for TIPS INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,20-11-2000,14-05-2021
BOM532376,MRO-TEK Realty Ltd EOD Prices,End of Day prices and additional trading information for MRO-TEK Realty Ltd EOD Prices.,14-05-2021 14:19,06-11-2000,12-05-2021
BOM532378,UNIVERSAL ARTS LTD. EOD Prices,End of Day prices and additional trading information for UNIVERSAL ARTS LTD. EOD Prices.,14-05-2021 14:19,13-11-2000,14-05-2021
BOM532379,FIRSTOBJECT TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for FIRSTOBJECT TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,15-11-2000,14-05-2021
BOM532380,BABA ARTS LTD.-$ EOD Prices,End of Day prices and additional trading information for BABA ARTS LTD.-$ EOD Prices.,14-05-2021 14:19,16-11-2000,14-05-2021
BOM532382,BALAJI TELEFILMS LTD. EOD Prices,End of Day prices and additional trading information for BALAJI TELEFILMS LTD. EOD Prices.,14-05-2021 14:19,22-11-2000,14-05-2021
BOM532384,TYCHE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for TYCHE INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,28-11-2000,14-05-2021
BOM532386,CALIFORNIA SOFTWARE CO.LTD. EOD Prices,End of Day prices and additional trading information for CALIFORNIA SOFTWARE CO.LTD. EOD Prices.,14-05-2021 14:19,14-12-2000,14-05-2021
BOM532387,PRITISH NANDY COMMUNICATIONS LTD. EOD Prices,End of Day prices and additional trading information for PRITISH NANDY COMMUNICATIONS LTD. EOD Prices.,14-05-2021 14:19,11-12-2000,14-05-2021
BOM532388,INDIAN OVERSEAS BANK EOD Prices,End of Day prices and additional trading information for INDIAN OVERSEAS BANK EOD Prices.,14-05-2021 14:19,11-12-2000,14-05-2021
BOM532389,VALECHA ENGINEERING LTD.-$ EOD Prices,End of Day prices and additional trading information for VALECHA ENGINEERING LTD.-$ EOD Prices.,14-05-2021 14:19,11-12-2000,19-06-2017
BOM532390,TAJGVK HOTELS & RESORTS LTD. EOD Prices,End of Day prices and additional trading information for TAJGVK HOTELS & RESORTS LTD. EOD Prices.,14-05-2021 14:19,12-12-2000,14-05-2021
BOM532391,OPTO CIRCUITS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for OPTO CIRCUITS (INDIA) LTD. EOD Prices.,14-05-2021 14:19,18-12-2000,14-05-2021
BOM532392,CREATIVE EYE LTD. EOD Prices,End of Day prices and additional trading information for CREATIVE EYE LTD. EOD Prices.,14-05-2021 14:19,18-12-2000,12-05-2021
BOM532395,Axiscades Technologies Ltd EOD Prices,End of Day prices and additional trading information for Axiscades Technologies Ltd EOD Prices.,14-05-2021 14:19,01-01-2001,14-05-2021
BOM532397,Konndor Industries Ltd EOD Prices,End of Day prices and additional trading information for Konndor Industries Ltd EOD Prices.,14-05-2021 14:19,01-01-2001,14-05-2021
BOM532398,Usha Martin Education & Solutions Limited EOD Prices,End of Day prices and additional trading information for Usha Martin Education & Solutions Limited EOD Prices.,14-05-2021 14:19,29-12-2000,14-05-2021
BOM532399,Reliance Mediaworks Ltd. EOD Prices,End of Day prices and additional trading information for Reliance Mediaworks Ltd. EOD Prices.,12-11-2015 11:57,08-01-2001,28-04-2014
BOM532400,Birlasoft Ltd EOD Prices,End of Day prices and additional trading information for Birlasoft Ltd EOD Prices.,14-05-2021 14:19,08-01-2001,14-05-2021
BOM532401,VIJAYA BANK EOD Prices,End of Day prices and additional trading information for VIJAYA BANK EOD Prices.,14-05-2021 14:19,09-01-2001,07-03-2019
BOM532402,USG TECH SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for USG TECH SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,11-01-2001,14-05-2021
BOM532403,FOURTH GENERATION INFORMATION SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for FOURTH GENERATION INFORMATION SYSTEMS LTD. EOD Prices.,14-05-2021 14:19,12-01-2001,14-05-2021
BOM532404,SAVEN TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for SAVEN TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,16-01-2001,14-05-2021
BOM532405,Ccs Infotech Ltd. EOD Prices,End of Day prices and additional trading information for Ccs Infotech Ltd. EOD Prices.,12-11-2015 11:57,16-01-2001,09-03-2015
BOM532406,AVANTEL LTD. EOD Prices,End of Day prices and additional trading information for AVANTEL LTD. EOD Prices.,14-05-2021 14:19,22-01-2001,14-05-2021
BOM532407,Moschip Technologies Ltd EOD Prices,End of Day prices and additional trading information for Moschip Technologies Ltd EOD Prices.,14-05-2021 14:19,29-01-2001,14-05-2021
BOM532408,MEGASOFT LTD. EOD Prices,End of Day prices and additional trading information for MEGASOFT LTD. EOD Prices.,14-05-2021 14:19,29-01-2001,14-05-2021
BOM532410,TRANSCORP INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for TRANSCORP INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:19,12-03-2001,14-05-2021
BOM532411,VISESH INFOTECNICS LTD. EOD Prices,End of Day prices and additional trading information for VISESH INFOTECNICS LTD. EOD Prices.,14-05-2021 14:19,05-02-2001,10-05-2021
BOM532413,CEREBRA INTEGRATED TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for CEREBRA INTEGRATED TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,19-03-2001,14-05-2021
BOM532414,IKF TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for IKF TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,02-04-2001,04-02-2019
BOM532416,NEXT MEDIAWORKS LTD. EOD Prices,End of Day prices and additional trading information for NEXT MEDIAWORKS LTD. EOD Prices.,14-05-2021 14:19,02-04-2001,14-05-2021
BOM532418,ANDHRA BANK EOD Prices,End of Day prices and additional trading information for ANDHRA BANK EOD Prices.,14-05-2021 14:19,04-04-2001,19-03-2020
BOM532419,Smartlink Holdings Ltd EOD Prices,End of Day prices and additional trading information for Smartlink Holdings Ltd EOD Prices.,14-05-2021 14:19,11-04-2001,14-05-2021
BOM532424,GODREJ CONSUMER PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for GODREJ CONSUMER PRODUCTS LTD. EOD Prices.,14-05-2021 14:19,18-06-2001,14-05-2021
BOM532425,Genus Prime Infra Ltd EOD Prices,End of Day prices and additional trading information for Genus Prime Infra Ltd EOD Prices.,14-05-2021 14:19,16-07-2002,14-05-2021
BOM532430,BF UTILITIES LTD.-$ EOD Prices,End of Day prices and additional trading information for BF UTILITIES LTD.-$ EOD Prices.,14-05-2021 14:19,20-08-2001,14-05-2021
BOM532432,UNITED SPIRITS LTD. EOD Prices,End of Day prices and additional trading information for UNITED SPIRITS LTD. EOD Prices.,14-05-2021 14:19,27-09-2001,14-05-2021
BOM532435,Sanmit Infra Limited EOD Prices,End of Day prices and additional trading information for Sanmit Infra Limited EOD Prices.,14-05-2021 14:19,01-04-2002,14-05-2021
BOM532439,Olectra Greentech Ltd EOD Prices,End of Day prices and additional trading information for Olectra Greentech Ltd EOD Prices.,14-05-2021 14:19,12-11-2001,14-05-2021
BOM532440,MPS LTD. EOD Prices,End of Day prices and additional trading information for MPS LTD. EOD Prices.,14-05-2021 14:19,10-12-2001,14-05-2021
BOM532441,RAINBOW DENIM LTD. EOD Prices,End of Day prices and additional trading information for RAINBOW DENIM LTD. EOD Prices.,14-05-2021 14:19,25-06-2002,14-05-2021
BOM532442,MW UNITEXX LTD. EOD Prices,End of Day prices and additional trading information for MW UNITEXX LTD. EOD Prices.,14-05-2021 14:19,10-12-2001,13-06-2016
BOM532443,CERA SANITARYWARE LTD. EOD Prices,End of Day prices and additional trading information for CERA SANITARYWARE LTD. EOD Prices.,14-05-2021 14:19,17-05-2002,14-05-2021
BOM532444,T.SPIRITUAL WORLD LTD. EOD Prices,End of Day prices and additional trading information for T.SPIRITUAL WORLD LTD. EOD Prices.,14-05-2021 14:19,24-12-2001,14-05-2021
BOM532454,BHARTI AIRTEL LTD. EOD Prices,End of Day prices and additional trading information for BHARTI AIRTEL LTD. EOD Prices.,14-05-2021 14:19,18-02-2002,14-05-2021
BOM532455,SHALIMAR WIRES INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SHALIMAR WIRES INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,17-06-2002,14-05-2021
BOM532456,COMPUAGE INFOCOM LTD. EOD Prices,End of Day prices and additional trading information for COMPUAGE INFOCOM LTD. EOD Prices.,14-05-2021 14:19,09-04-2002,14-05-2021
BOM532457,GULSHAN POLYOLS LTD. EOD Prices,End of Day prices and additional trading information for GULSHAN POLYOLS LTD. EOD Prices.,14-05-2021 14:19,26-08-2002,14-05-2021
BOM532459,Faze Three Autofab Ltd-$ EOD Prices,End of Day prices and additional trading information for Faze Three Autofab Ltd-$ EOD Prices.,14-05-2021 14:19,20-05-2002,14-05-2021
BOM532460,PONNI SUGARS (ERODE) LTD. EOD Prices,End of Day prices and additional trading information for PONNI SUGARS (ERODE) LTD. EOD Prices.,14-05-2021 14:19,18-04-2002,14-05-2021
BOM532461,PUNJAB NATIONAL BANK EOD Prices,End of Day prices and additional trading information for PUNJAB NATIONAL BANK EOD Prices.,14-05-2021 14:19,26-04-2002,14-05-2021
BOM532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD. EOD Prices,End of Day prices and additional trading information for ORACLE FINANCIAL SERVICES SOFTWARE LTD. EOD Prices.,14-05-2021 14:19,28-06-2002,14-05-2021
BOM532467,HAZOOR MULTI PROJECTS LTD.-$ EOD Prices,End of Day prices and additional trading information for HAZOOR MULTI PROJECTS LTD.-$ EOD Prices.,14-05-2021 14:19,05-07-2002,14-05-2021
BOM532468,Kama Holdings Limited-$ EOD Prices,End of Day prices and additional trading information for Kama Holdings Limited-$ EOD Prices.,14-05-2021 14:19,15-07-2002,14-05-2021
BOM532470,MATHER & PLATT FIRE SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for MATHER & PLATT FIRE SYSTEMS LTD. EOD Prices.,14-05-2021 14:19,29-07-2002,12-05-2021
BOM532475,APTECH LTD. EOD Prices,End of Day prices and additional trading information for APTECH LTD. EOD Prices.,14-05-2021 14:19,24-09-2002,14-05-2021
BOM532477,UNION BANK OF INDIA EOD Prices,End of Day prices and additional trading information for UNION BANK OF INDIA EOD Prices.,14-05-2021 14:19,24-09-2002,14-05-2021
BOM532478,UNITED BREWERIES LTD.-$ EOD Prices,End of Day prices and additional trading information for UNITED BREWERIES LTD.-$ EOD Prices.,14-05-2021 14:19,23-10-2002,14-05-2021
BOM532479,ISMT LTD. EOD Prices,End of Day prices and additional trading information for ISMT LTD. EOD Prices.,14-05-2021 14:19,26-09-2003,14-05-2021
BOM532480,ALLAHABAD BANK EOD Prices,End of Day prices and additional trading information for ALLAHABAD BANK EOD Prices.,14-05-2021 14:19,29-11-2002,19-03-2020
BOM532481,NOIDA TOLL BRIDGE COMPANY LTD. EOD Prices,End of Day prices and additional trading information for NOIDA TOLL BRIDGE COMPANY LTD. EOD Prices.,14-05-2021 14:19,06-12-2002,14-05-2021
BOM532482,GRANULES INDIA LTD.-$ EOD Prices,End of Day prices and additional trading information for GRANULES INDIA LTD.-$ EOD Prices.,14-05-2021 14:19,19-12-2002,14-05-2021
BOM532483,CANARA BANK EOD Prices,End of Day prices and additional trading information for CANARA BANK EOD Prices.,14-05-2021 14:19,23-12-2002,14-05-2021
BOM532485,BALMER LAWRIE INVESTMENTS LTD. EOD Prices,End of Day prices and additional trading information for BALMER LAWRIE INVESTMENTS LTD. EOD Prices.,14-05-2021 14:19,13-01-2003,14-05-2021
BOM532486,POKARNA LTD. EOD Prices,End of Day prices and additional trading information for POKARNA LTD. EOD Prices.,14-05-2021 14:19,17-01-2003,14-05-2021
BOM532488,DIVI'S LABORATORIES LTD. EOD Prices,End of Day prices and additional trading information for DIVI'S LABORATORIES LTD. EOD Prices.,14-05-2021 14:19,12-03-2003,14-05-2021
BOM532491,Ece Industries Ltd.-$ EOD Prices,End of Day prices and additional trading information for Ece Industries Ltd.-$ EOD Prices.,12-11-2015 11:57,08-01-2003,23-04-2015
BOM532493,ASTRA MICROWAVE PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for ASTRA MICROWAVE PRODUCTS LTD. EOD Prices.,14-05-2021 14:19,08-04-2003,14-05-2021
BOM532494,Micro Technologies (india) Ltd.-$ EOD Prices,End of Day prices and additional trading information for Micro Technologies (india) Ltd.-$ EOD Prices.,12-11-2015 11:57,10-04-2003,16-06-2014
BOM532497,RADICO KHAITAN LTD. EOD Prices,End of Day prices and additional trading information for RADICO KHAITAN LTD. EOD Prices.,14-05-2021 14:19,18-06-2003,14-05-2021
BOM532498,SHRIRAM CITY UNION FINANCE LTD. EOD Prices,End of Day prices and additional trading information for SHRIRAM CITY UNION FINANCE LTD. EOD Prices.,14-05-2021 14:19,02-07-2003,14-05-2021
BOM532500,MARUTI SUZUKI INDIA LTD. EOD Prices,End of Day prices and additional trading information for MARUTI SUZUKI INDIA LTD. EOD Prices.,14-05-2021 14:19,09-07-2003,14-05-2021
BOM532503,RAJAPALAYAM MILLS LTD.-$ EOD Prices,End of Day prices and additional trading information for RAJAPALAYAM MILLS LTD.-$ EOD Prices.,14-05-2021 14:19,18-09-2003,14-05-2021
BOM532504,Navin Fluorine International Limited-$ EOD Prices,End of Day prices and additional trading information for Navin Fluorine International Limited-$ EOD Prices.,14-05-2021 14:19,30-09-2003,14-05-2021
BOM532505,UCO BANK EOD Prices,End of Day prices and additional trading information for UCO BANK EOD Prices.,14-05-2021 14:19,09-10-2003,14-05-2021
BOM532507,B.A.G.FILMS & MEDIA LTD. EOD Prices,End of Day prices and additional trading information for B.A.G.FILMS & MEDIA LTD. EOD Prices.,14-05-2021 14:19,17-10-2003,14-05-2021
BOM532508,JINDAL STAINLESS LTD. EOD Prices,End of Day prices and additional trading information for JINDAL STAINLESS LTD. EOD Prices.,14-05-2021 14:19,14-11-2003,14-05-2021
BOM532509,SUPRAJIT ENGINEERING LTD.-$ EOD Prices,End of Day prices and additional trading information for SUPRAJIT ENGINEERING LTD.-$ EOD Prices.,14-05-2021 14:19,25-03-2003,14-05-2021
BOM532511,EXCEL CROP CARE LTD. EOD Prices,End of Day prices and additional trading information for EXCEL CROP CARE LTD. EOD Prices.,14-05-2021 14:19,09-12-2003,28-08-2019
BOM532513,TVS ELECTRONICS LTD. EOD Prices,End of Day prices and additional trading information for TVS ELECTRONICS LTD. EOD Prices.,14-05-2021 14:19,24-12-2003,14-05-2021
BOM532514,INDRAPRASTHA GAS LTD. EOD Prices,End of Day prices and additional trading information for INDRAPRASTHA GAS LTD. EOD Prices.,14-05-2021 14:19,26-12-2003,14-05-2021
BOM532515,TV TODAY NETWORK LTD. EOD Prices,End of Day prices and additional trading information for TV TODAY NETWORK LTD. EOD Prices.,14-05-2021 14:19,16-01-2004,14-05-2021
BOM532516,Surya Pharmaceutical Ltd. EOD Prices,End of Day prices and additional trading information for Surya Pharmaceutical Ltd. EOD Prices.,12-11-2015 11:57,21-01-2004,14-09-2015
BOM532518,Florence Investech Limited-$ EOD Prices,End of Day prices and additional trading information for Florence Investech Limited-$ EOD Prices.,14-05-2021 14:19,08-03-2004,10-06-2019
BOM532521,Palred Technologies Limited EOD Prices,End of Day prices and additional trading information for Palred Technologies Limited EOD Prices.,14-05-2021 14:19,12-03-2004,14-05-2021
BOM532522,PETRONET LNG LTD. EOD Prices,End of Day prices and additional trading information for PETRONET LNG LTD. EOD Prices.,14-05-2021 14:19,26-03-2004,14-05-2021
BOM532523,BIOCON LTD. EOD Prices,End of Day prices and additional trading information for BIOCON LTD. EOD Prices.,14-05-2021 14:19,07-04-2004,14-05-2021
BOM532524,PTC INDIA LTD. EOD Prices,End of Day prices and additional trading information for PTC INDIA LTD. EOD Prices.,14-05-2021 14:19,07-04-2004,14-05-2021
BOM532525,BANK OF MAHARASHTRA EOD Prices,End of Day prices and additional trading information for BANK OF MAHARASHTRA EOD Prices.,14-05-2021 14:19,12-04-2004,14-05-2021
BOM532526,DISHMAN PHARMACEUTICALS & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for DISHMAN PHARMACEUTICALS & CHEMICALS LTD. EOD Prices.,14-05-2021 14:19,22-04-2004,29-05-2017
BOM532527,RAMKRISHNA FORGINGS LTD. EOD Prices,End of Day prices and additional trading information for RAMKRISHNA FORGINGS LTD. EOD Prices.,14-05-2021 14:19,05-05-2004,14-05-2021
BOM532528,DATAMATICS GLOBAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for DATAMATICS GLOBAL SERVICES LTD. EOD Prices.,14-05-2021 14:19,07-05-2004,14-05-2021
BOM532529,NEW DELHI TELEVISION LTD. EOD Prices,End of Day prices and additional trading information for NEW DELHI TELEVISION LTD. EOD Prices.,14-05-2021 14:19,19-05-2004,14-05-2021
BOM532531,Strides Pharma Science Ltd EOD Prices,End of Day prices and additional trading information for Strides Pharma Science Ltd EOD Prices.,14-05-2021 14:19,08-06-2004,14-05-2021
BOM532532,JAIPRAKASH ASSOCIATES LTD. EOD Prices,End of Day prices and additional trading information for JAIPRAKASH ASSOCIATES LTD. EOD Prices.,14-05-2021 14:19,14-06-2004,14-05-2021
BOM532537,LUMAX AUTOMOTIVE SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for LUMAX AUTOMOTIVE SYSTEMS LTD. EOD Prices.,14-05-2021 14:19,24-08-2004,02-05-2017
BOM532538,ULTRATECH CEMENT LTD. EOD Prices,End of Day prices and additional trading information for ULTRATECH CEMENT LTD. EOD Prices.,14-05-2021 14:19,24-08-2004,14-05-2021
BOM532539,MINDA INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for MINDA INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:19,24-08-2004,14-05-2021
BOM532540,TATA CONSULTANCY SERVICES LTD. EOD Prices,End of Day prices and additional trading information for TATA CONSULTANCY SERVICES LTD. EOD Prices.,14-05-2021 14:19,25-08-2004,14-05-2021
BOM532541,Coforge Ltd EOD Prices,End of Day prices and additional trading information for Coforge Ltd EOD Prices.,14-05-2021 14:19,30-08-2004,14-05-2021
BOM532542,Crew B.o.s.products Ltd. EOD Prices,End of Day prices and additional trading information for Crew B.o.s.products Ltd. EOD Prices.,12-11-2015 11:57,24-09-2004,08-10-2014
BOM532543,GP Petroleums Limited EOD Prices,End of Day prices and additional trading information for GP Petroleums Limited EOD Prices.,14-05-2021 14:19,24-09-2004,14-05-2021
BOM532545,Fresenius Kabi Oncology Ltd. EOD Prices,End of Day prices and additional trading information for Fresenius Kabi Oncology Ltd. EOD Prices.,12-11-2015 11:57,30-09-2004,02-01-2014
BOM532548,CENTURY PLYBOARDS (I) LTD.-$ EOD Prices,End of Day prices and additional trading information for CENTURY PLYBOARDS (I) LTD.-$ EOD Prices.,14-05-2021 14:19,27-10-2004,14-05-2021
BOM532553,Welspun Enterprises Ltd EOD Prices,End of Day prices and additional trading information for Welspun Enterprises Ltd EOD Prices.,14-05-2021 14:19,04-11-2004,14-05-2021
BOM532555,NTPC LTD. EOD Prices,End of Day prices and additional trading information for NTPC LTD. EOD Prices.,14-05-2021 14:19,05-11-2004,14-05-2021
BOM532604,S.A.L.STEEL LTD. EOD Prices,End of Day prices and additional trading information for S.A.L.STEEL LTD. EOD Prices.,14-05-2021 14:19,24-11-2004,14-05-2021
BOM532605,JBM AUTO LTD. EOD Prices,End of Day prices and additional trading information for JBM AUTO LTD. EOD Prices.,14-05-2021 14:19,17-12-2004,14-05-2021
BOM532606,Parekh Aluminex Ltd. EOD Prices,End of Day prices and additional trading information for Parekh Aluminex Ltd. EOD Prices.,12-11-2015 11:57,16-12-2004,30-03-2015
BOM532607,Ontrack Systems Ltd. EOD Prices,End of Day prices and additional trading information for Ontrack Systems Ltd. EOD Prices.,12-11-2015 11:57,16-12-2004,15-06-2015
BOM532608,Deccan Chronicle Holdings Ltd. EOD Prices,End of Day prices and additional trading information for Deccan Chronicle Holdings Ltd. EOD Prices.,12-11-2015 11:57,22-12-2004,14-09-2015
BOM532609,Bharati Shipyard Ltd. EOD Prices,End of Day prices and additional trading information for Bharati Shipyard Ltd. EOD Prices.,12-11-2015 11:57,30-12-2004,14-09-2015
BOM532610,DWARIKESH SUGAR INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for DWARIKESH SUGAR INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,31-12-2004,14-05-2021
BOM532612,INDOCO REMEDIES LTD. EOD Prices,End of Day prices and additional trading information for INDOCO REMEDIES LTD. EOD Prices.,14-05-2021 14:19,14-01-2005,14-05-2021
BOM532613,VIP Clothing Ltd EOD Prices,End of Day prices and additional trading information for VIP Clothing Ltd EOD Prices.,14-05-2021 14:19,27-01-2005,14-05-2021
BOM532614,IMPEX FERRO TECH LTD. EOD Prices,End of Day prices and additional trading information for IMPEX FERRO TECH LTD. EOD Prices.,14-05-2021 14:19,03-02-2005,14-05-2021
BOM532616,XCHANGING SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for XCHANGING SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,09-03-2005,14-05-2021
BOM532617,JET AIRWAYS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for JET AIRWAYS (INDIA) LTD. EOD Prices.,14-05-2021 14:19,14-03-2005,14-05-2021
BOM532621,MORARJEE TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for MORARJEE TEXTILES LTD. EOD Prices.,14-05-2021 14:19,24-03-2005,14-05-2021
BOM532622,GATEWAY DISTRIPARKS LTD. EOD Prices,End of Day prices and additional trading information for GATEWAY DISTRIPARKS LTD. EOD Prices.,14-05-2021 14:19,31-03-2005,14-05-2021
BOM532623,N.R.INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for N.R.INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:19,07-04-2005,03-02-2020
BOM532624,JINDAL PHOTO LTD. EOD Prices,End of Day prices and additional trading information for JINDAL PHOTO LTD. EOD Prices.,14-05-2021 14:19,07-04-2005,14-05-2021
BOM532626,PONDY OXIDES & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for PONDY OXIDES & CHEMICALS LTD. EOD Prices.,14-05-2021 14:19,19-04-2004,14-05-2021
BOM532627,Jaiprakash Power Ventures Limited EOD Prices,End of Day prices and additional trading information for Jaiprakash Power Ventures Limited EOD Prices.,14-05-2021 14:19,18-04-2005,14-05-2021
BOM532628,3I INFOTECH LTD. EOD Prices,End of Day prices and additional trading information for 3I INFOTECH LTD. EOD Prices.,14-05-2021 14:19,22-04-2005,14-05-2021
BOM532629,MCNALLY BHARAT ENGINEERING COMPANY LTD. EOD Prices,End of Day prices and additional trading information for MCNALLY BHARAT ENGINEERING COMPANY LTD. EOD Prices.,14-05-2021 14:19,08-01-2003,14-05-2021
BOM532630,GOKALDAS EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for GOKALDAS EXPORTS LTD. EOD Prices.,14-05-2021 14:19,27-04-2005,14-05-2021
BOM532633,ALLSEC TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for ALLSEC TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,09-05-2005,14-05-2021
BOM532636,IIFL Finance Ltd EOD Prices,End of Day prices and additional trading information for IIFL Finance Ltd EOD Prices.,14-05-2021 14:19,17-05-2005,14-05-2021
BOM532637,MANGALAM DRUGS & ORGANICS LTD. EOD Prices,End of Day prices and additional trading information for MANGALAM DRUGS & ORGANICS LTD. EOD Prices.,14-05-2021 14:19,23-05-2005,14-05-2021
BOM532638,SHOPPERS STOP LTD. EOD Prices,End of Day prices and additional trading information for SHOPPERS STOP LTD. EOD Prices.,14-05-2021 14:19,23-05-2005,14-05-2021
BOM532640,CYBER MEDIA (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for CYBER MEDIA (INDIA) LTD. EOD Prices.,14-05-2021 14:19,10-06-2005,14-05-2021
BOM532641,Nandan Denim Limited EOD Prices,End of Day prices and additional trading information for Nandan Denim Limited EOD Prices.,14-05-2021 14:19,13-06-2005,14-05-2021
BOM532642,JSW Holdings Limited EOD Prices,End of Day prices and additional trading information for JSW Holdings Limited EOD Prices.,14-05-2021 14:19,21-06-2005,14-05-2021
BOM532643,SHREE GANESH FORGINGS LTD. EOD Prices,End of Day prices and additional trading information for SHREE GANESH FORGINGS LTD. EOD Prices.,14-05-2021 14:19,22-06-2005,14-10-2019
BOM532644,J.K.CEMENT LTD. EOD Prices,End of Day prices and additional trading information for J.K.CEMENT LTD. EOD Prices.,14-05-2021 14:19,30-06-2005,14-05-2021
BOM532645,BEEYU OVERSEAS LTD. EOD Prices,End of Day prices and additional trading information for BEEYU OVERSEAS LTD. EOD Prices.,14-05-2021 14:19,05-07-2005,14-05-2021
