code,name,description,refreshed_at,from_date,to_date
BOM532646,UNIPLY INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for UNIPLY INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,06-07-2005,03-05-2021
BOM532647,PROVOGUE (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for PROVOGUE (INDIA) LTD. EOD Prices.,14-05-2021 14:19,07-07-2005,14-11-2019
BOM532648,YES BANK LTD. EOD Prices,End of Day prices and additional trading information for YES BANK LTD. EOD Prices.,14-05-2021 14:19,12-07-2005,14-05-2021
BOM532649,NECTAR LIFESCIENCES LTD. EOD Prices,End of Day prices and additional trading information for NECTAR LIFESCIENCES LTD. EOD Prices.,14-05-2021 14:19,18-07-2005,14-05-2021
BOM532650,MSP STEEL & POWER LTD. EOD Prices,End of Day prices and additional trading information for MSP STEEL & POWER LTD. EOD Prices.,14-05-2021 14:19,18-07-2005,14-05-2021
BOM532651,SPL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SPL INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,26-07-2005,14-05-2021
BOM532652,KARNATAKA BANK LTD. EOD Prices,End of Day prices and additional trading information for KARNATAKA BANK LTD. EOD Prices.,14-05-2021 14:19,22-04-2002,14-05-2021
BOM532654,MCLEOD RUSSEL INDIA LTD. EOD Prices,End of Day prices and additional trading information for MCLEOD RUSSEL INDIA LTD. EOD Prices.,14-05-2021 14:19,29-07-2005,14-05-2021
BOM532656,FACOR ALLOYS LTD. EOD Prices,End of Day prices and additional trading information for FACOR ALLOYS LTD. EOD Prices.,14-05-2021 14:19,04-08-2005,14-05-2021
BOM532657,FACOR STEELS LTD. EOD Prices,End of Day prices and additional trading information for FACOR STEELS LTD. EOD Prices.,14-05-2021 14:19,04-08-2005,02-05-2017
BOM532658,EON ELECTRIC LTD. EOD Prices,End of Day prices and additional trading information for EON ELECTRIC LTD. EOD Prices.,14-05-2021 14:19,08-08-2005,26-10-2020
BOM532659,IDFC LIMITED EOD Prices,End of Day prices and additional trading information for IDFC LIMITED EOD Prices.,14-05-2021 14:19,12-08-2005,14-05-2021
BOM532660,VIVIMED LABS LTD. EOD Prices,End of Day prices and additional trading information for VIVIMED LABS LTD. EOD Prices.,14-05-2021 14:19,17-08-2005,14-05-2021
BOM532661,RANE (MADRAS) LTD. EOD Prices,End of Day prices and additional trading information for RANE (MADRAS) LTD. EOD Prices.,14-05-2021 14:19,30-08-2005,14-05-2021
BOM532662,HT MEDIA LTD. EOD Prices,End of Day prices and additional trading information for HT MEDIA LTD. EOD Prices.,14-05-2021 14:19,01-09-2005,14-05-2021
BOM532663,Sasken Technologies Ltd EOD Prices,End of Day prices and additional trading information for Sasken Technologies Ltd EOD Prices.,14-05-2021 14:19,09-09-2005,14-05-2021
BOM532664,Amar Remedies Ltd. EOD Prices,End of Day prices and additional trading information for Amar Remedies Ltd. EOD Prices.,12-11-2015 11:57,16-09-2005,11-12-2013
BOM532665,RAJVIR INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RAJVIR INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,20-09-2005,10-05-2021
BOM532666,FCS SOFTWARE SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for FCS SOFTWARE SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,21-09-2005,14-05-2021
BOM532667,SUZLON ENERGY LTD. EOD Prices,End of Day prices and additional trading information for SUZLON ENERGY LTD. EOD Prices.,14-05-2021 14:19,19-10-2005,14-05-2021
BOM532668,AURIONPRO SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for AURIONPRO SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,25-10-2005,14-05-2021
BOM532669,SOUTHERN ONLINE BIO TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for SOUTHERN ONLINE BIO TECHNOLOGIES LTD. EOD Prices.,14-05-2021 14:19,31-10-2005,06-08-2019
BOM532670,SHREE RENUKA SUGARS LTD. EOD Prices,End of Day prices and additional trading information for SHREE RENUKA SUGARS LTD. EOD Prices.,14-05-2021 14:19,31-10-2005,14-05-2021
BOM532672,Glodyne Technoserve Ltd. EOD Prices,End of Day prices and additional trading information for Glodyne Technoserve Ltd. EOD Prices.,12-11-2015 11:57,10-11-2005,09-11-2015
BOM532673,K.M.SUGAR MILLS LTD. EOD Prices,End of Day prices and additional trading information for K.M.SUGAR MILLS LTD. EOD Prices.,14-05-2021 14:19,14-11-2005,14-05-2021
BOM532674,BANNARI AMMAN SPINNING MILLS LTD. EOD Prices,End of Day prices and additional trading information for BANNARI AMMAN SPINNING MILLS LTD. EOD Prices.,14-05-2021 14:19,14-11-2005,14-05-2021
BOM532675,Prithvi Information Solutions Ltd. EOD Prices,End of Day prices and additional trading information for Prithvi Information Solutions Ltd. EOD Prices.,12-11-2015 11:57,16-11-2005,14-09-2015
BOM532676,PBA INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for PBA INFRASTRUCTURE LTD. EOD Prices.,14-05-2021 14:19,24-11-2005,29-10-2019
BOM532678,BOMBAY RAYON FASHIONS LTD. EOD Prices,End of Day prices and additional trading information for BOMBAY RAYON FASHIONS LTD. EOD Prices.,14-05-2021 14:19,05-12-2005,14-05-2021
BOM532679,SORIL Infra Resources Ltd EOD Prices,End of Day prices and additional trading information for SORIL Infra Resources Ltd EOD Prices.,14-05-2021 14:19,06-12-2005,14-05-2021
BOM532682,ABG SHIPYARD LTD. EOD Prices,End of Day prices and additional trading information for ABG SHIPYARD LTD. EOD Prices.,14-05-2021 14:19,13-12-2005,15-05-2019
BOM532683,AIA ENGINEERING LTD. EOD Prices,End of Day prices and additional trading information for AIA ENGINEERING LTD. EOD Prices.,14-05-2021 14:19,14-12-2005,14-05-2021
BOM532684,EVEREST KANTO CYLINDER LTD. EOD Prices,End of Day prices and additional trading information for EVEREST KANTO CYLINDER LTD. EOD Prices.,14-05-2021 14:19,15-12-2005,14-05-2021
BOM532686,KERNEX MICROSYSTEMS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for KERNEX MICROSYSTEMS (INDIA) LTD. EOD Prices.,14-05-2021 14:19,20-12-2005,14-05-2021
BOM532687,REPRO INDIA LTD. EOD Prices,End of Day prices and additional trading information for REPRO INDIA LTD. EOD Prices.,14-05-2021 14:19,22-12-2005,14-05-2021
BOM532689,PVR LTD. EOD Prices,End of Day prices and additional trading information for PVR LTD. EOD Prices.,14-05-2021 14:19,04-01-2006,14-05-2021
BOM532690,RAMSARUP INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RAMSARUP INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,04-01-2006,14-05-2021
BOM532691,Tulip Telecom Ltd. EOD Prices,End of Day prices and additional trading information for Tulip Telecom Ltd. EOD Prices.,12-11-2015 11:57,05-01-2006,30-03-2015
BOM532692,RADHA MADHAV CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for RADHA MADHAV CORPORATION LTD. EOD Prices.,14-05-2021 14:19,06-01-2006,14-05-2021
BOM532693,PUNJ LLOYD LTD. EOD Prices,End of Day prices and additional trading information for PUNJ LLOYD LTD. EOD Prices.,14-05-2021 14:19,06-01-2006,14-05-2021
BOM532694,BARTRONICS INDIA LTD. EOD Prices,End of Day prices and additional trading information for BARTRONICS INDIA LTD. EOD Prices.,14-05-2021 14:19,12-01-2006,14-05-2021
BOM532695,CELEBRITY FASHIONS LTD. EOD Prices,End of Day prices and additional trading information for CELEBRITY FASHIONS LTD. EOD Prices.,14-05-2021 14:19,12-01-2006,14-05-2021
BOM532696,EDUCOMP SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for EDUCOMP SOLUTIONS LTD. EOD Prices.,14-05-2021 14:19,13-01-2006,14-05-2021
BOM532698,NITIN SPINNERS LTD. EOD Prices,End of Day prices and additional trading information for NITIN SPINNERS LTD. EOD Prices.,14-05-2021 14:19,02-02-2006,14-05-2021
BOM532699,ROYAL ORCHID HOTELS LTD. EOD Prices,End of Day prices and additional trading information for ROYAL ORCHID HOTELS LTD. EOD Prices.,14-05-2021 14:19,06-02-2006,14-05-2021
BOM532700,ENTERTAINMENT NETWORK (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for ENTERTAINMENT NETWORK (INDIA) LTD. EOD Prices.,14-05-2021 14:19,15-02-2006,14-05-2021
BOM532701,Cella Space Ltd EOD Prices,End of Day prices and additional trading information for Cella Space Ltd EOD Prices.,14-05-2021 14:19,16-02-2006,14-05-2021
BOM532702,GUJARAT STATE PETRONET LTD. EOD Prices,End of Day prices and additional trading information for GUJARAT STATE PETRONET LTD. EOD Prices.,14-05-2021 14:19,16-02-2006,14-05-2021
BOM532705,JAGRAN PRAKASHAN LTD. EOD Prices,End of Day prices and additional trading information for JAGRAN PRAKASHAN LTD. EOD Prices.,14-05-2021 14:19,22-02-2006,14-05-2021
BOM532706,INOX LEISURE LTD. EOD Prices,End of Day prices and additional trading information for INOX LEISURE LTD. EOD Prices.,14-05-2021 14:19,23-02-2006,14-05-2021
BOM532707,DYNEMIC PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for DYNEMIC PRODUCTS LTD. EOD Prices.,14-05-2021 14:19,23-02-2006,14-05-2021
BOM532708,GVK POWER & INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for GVK POWER & INFRASTRUCTURE LTD. EOD Prices.,14-05-2021 14:19,27-02-2006,10-05-2021
BOM532710,SADBHAV ENGINEERING LTD. EOD Prices,End of Day prices and additional trading information for SADBHAV ENGINEERING LTD. EOD Prices.,14-05-2021 14:19,01-03-2006,14-05-2021
BOM532711,SUNIL HITECH ENGINEERS LTD. EOD Prices,End of Day prices and additional trading information for SUNIL HITECH ENGINEERS LTD. EOD Prices.,14-05-2021 14:19,02-03-2006,16-07-2019
BOM532712,RELIANCE COMMUNICATIONS LTD. EOD Prices,End of Day prices and additional trading information for RELIANCE COMMUNICATIONS LTD. EOD Prices.,14-05-2021 14:19,06-03-2006,14-05-2021
BOM532713,SAKUMA EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for SAKUMA EXPORTS LTD. EOD Prices.,14-05-2021 14:19,08-03-2006,14-05-2021
BOM532714,KEC INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for KEC INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:19,10-03-2006,14-05-2021
BOM532715,GITANJALI GEMS LTD. EOD Prices,End of Day prices and additional trading information for GITANJALI GEMS LTD. EOD Prices.,14-05-2021 14:19,10-03-2006,01-04-2019
BOM532716,GILLANDERS ARBUTHNOT & CO.LTD. EOD Prices,End of Day prices and additional trading information for GILLANDERS ARBUTHNOT & CO.LTD. EOD Prices.,14-05-2021 14:19,14-03-2006,14-05-2021
BOM532717,INDO TECH TRANSFORMERS LTD. EOD Prices,End of Day prices and additional trading information for INDO TECH TRANSFORMERS LTD. EOD Prices.,14-05-2021 14:19,16-03-2006,14-05-2021
BOM532718,PRATIBHA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PRATIBHA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,16-03-2006,17-06-2019
BOM532719,B.L.KASHYAP AND SONS LTD. EOD Prices,End of Day prices and additional trading information for B.L.KASHYAP AND SONS LTD. EOD Prices.,14-05-2021 14:19,17-03-2006,14-05-2021
BOM532720,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD. EOD Prices.,14-05-2021 14:19,17-03-2006,14-05-2021
BOM532721,VISA STEEL LTD. EOD Prices,End of Day prices and additional trading information for VISA STEEL LTD. EOD Prices.,14-05-2021 14:19,17-03-2006,14-05-2021
BOM532722,NITCO LTD. EOD Prices,End of Day prices and additional trading information for NITCO LTD. EOD Prices.,14-05-2021 14:19,21-03-2006,14-05-2021
BOM532723,MPDL Ltd EOD Prices,End of Day prices and additional trading information for MPDL Ltd EOD Prices.,14-05-2021 14:19,28-04-2006,14-05-2021
BOM532725,SOLAR INDUSTRIES INDIA LTD. EOD Prices,End of Day prices and additional trading information for SOLAR INDUSTRIES INDIA LTD. EOD Prices.,14-05-2021 14:19,03-04-2006,14-05-2021
BOM532726,GALLANTT METAL LTD. EOD Prices,End of Day prices and additional trading information for GALLANTT METAL LTD. EOD Prices.,14-05-2021 14:19,04-04-2006,14-05-2021
BOM532727,ADHUNIK METALIKS LTD. EOD Prices,End of Day prices and additional trading information for ADHUNIK METALIKS LTD. EOD Prices.,14-05-2021 14:19,05-04-2006,29-11-2019
BOM532728,MALU PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for MALU PAPER MILLS LTD. EOD Prices.,14-05-2021 14:19,05-04-2006,14-05-2021
BOM532729,UTTAM SUGAR MILLS LTD. EOD Prices,End of Day prices and additional trading information for UTTAM SUGAR MILLS LTD. EOD Prices.,14-05-2021 14:19,10-04-2006,14-05-2021
BOM532730,STL GLOBAL LTD. EOD Prices,End of Day prices and additional trading information for STL GLOBAL LTD. EOD Prices.,14-05-2021 14:19,10-04-2006,14-05-2021
BOM532731,ROHIT FERRO-TECH LTD. EOD Prices,End of Day prices and additional trading information for ROHIT FERRO-TECH LTD. EOD Prices.,14-05-2021 14:19,13-04-2006,14-05-2021
BOM532732,KEWAL KIRAN CLOTHING LTD. EOD Prices,End of Day prices and additional trading information for KEWAL KIRAN CLOTHING LTD. EOD Prices.,14-05-2021 14:19,13-04-2006,14-05-2021
BOM532733,SUN TV NETWORK LTD. EOD Prices,End of Day prices and additional trading information for SUN TV NETWORK LTD. EOD Prices.,14-05-2021 14:19,24-04-2006,14-05-2021
BOM532734,GODAWARI POWER & ISPAT LTD. EOD Prices,End of Day prices and additional trading information for GODAWARI POWER & ISPAT LTD. EOD Prices.,14-05-2021 14:19,25-04-2006,14-05-2021
BOM532735,R Systems International Limited EOD Prices,End of Day prices and additional trading information for R Systems International Limited EOD Prices.,14-05-2021 14:19,26-04-2006,14-05-2021
BOM532737,EMKAY GLOBAL FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for EMKAY GLOBAL FINANCIAL SERVICES LTD. EOD Prices.,14-05-2021 14:19,28-04-2006,14-05-2021
BOM532738,TANTIA CONSTRUCTIONS LTD. EOD Prices,End of Day prices and additional trading information for TANTIA CONSTRUCTIONS LTD. EOD Prices.,14-05-2021 14:19,28-04-2006,14-05-2021
BOM532739,PLETHICO PHARMACEUTICALS LTD. EOD Prices,End of Day prices and additional trading information for PLETHICO PHARMACEUTICALS LTD. EOD Prices.,14-05-2021 14:19,05-05-2006,13-06-2016
BOM532740,LOKESH MACHINES LTD. EOD Prices,End of Day prices and additional trading information for LOKESH MACHINES LTD. EOD Prices.,14-05-2021 14:19,05-05-2006,14-05-2021
BOM532741,Kamdhenu Ltd EOD Prices,End of Day prices and additional trading information for Kamdhenu Ltd EOD Prices.,14-05-2021 14:19,09-05-2006,14-05-2021
BOM532742,PAUSHAK LTD. EOD Prices,End of Day prices and additional trading information for PAUSHAK LTD. EOD Prices.,14-05-2021 14:19,11-05-2006,14-05-2021
BOM532744,GTN TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for GTN TEXTILES LTD. EOD Prices.,14-05-2021 14:19,18-05-2006,14-05-2021
BOM532745,Inditrade Capital Limited EOD Prices,End of Day prices and additional trading information for Inditrade Capital Limited EOD Prices.,14-05-2021 14:19,18-05-2006,14-05-2021
BOM532746,UNITY INFRAPROJECTS LTD. EOD Prices,End of Day prices and additional trading information for UNITY INFRAPROJECTS LTD. EOD Prices.,14-05-2021 14:19,12-06-2006,07-05-2021
BOM532747,Kingfisher Airlines Ltd. EOD Prices,End of Day prices and additional trading information for Kingfisher Airlines Ltd. EOD Prices.,12-11-2015 11:57,12-06-2006,22-06-2015
BOM532748,PRIME FOCUS LTD. EOD Prices,End of Day prices and additional trading information for PRIME FOCUS LTD. EOD Prices.,14-05-2021 14:19,20-06-2006,14-05-2021
BOM532749,ALLCARGO LOGISTICS LTD. EOD Prices,End of Day prices and additional trading information for ALLCARGO LOGISTICS LTD. EOD Prices.,14-05-2021 14:19,23-06-2006,14-05-2021
BOM532751,EASUN REYROLLE LTD. EOD Prices,End of Day prices and additional trading information for EASUN REYROLLE LTD. EOD Prices.,14-05-2021 14:19,28-07-2006,14-05-2021
BOM532754,GMR INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for GMR INFRASTRUCTURE LTD. EOD Prices.,14-05-2021 14:19,21-08-2006,14-05-2021
BOM532755,TECH MAHINDRA LTD. EOD Prices,End of Day prices and additional trading information for TECH MAHINDRA LTD. EOD Prices.,14-05-2021 14:19,28-08-2006,14-05-2021
BOM532756,Mahindra CIE Automotive Limited EOD Prices,End of Day prices and additional trading information for Mahindra CIE Automotive Limited EOD Prices.,14-05-2021 14:19,29-08-2006,14-05-2021
BOM532757,VOLTAMP TRANSFORMERS LTD. EOD Prices,End of Day prices and additional trading information for VOLTAMP TRANSFORMERS LTD. EOD Prices.,14-05-2021 14:19,20-09-2006,14-05-2021
BOM532758,Kew Industries Ltd. EOD Prices,End of Day prices and additional trading information for Kew Industries Ltd. EOD Prices.,12-11-2015 11:57,25-09-2006,07-09-2015
BOM532759,ATLANTA LTD. EOD Prices,End of Day prices and additional trading information for ATLANTA LTD. EOD Prices.,14-05-2021 14:19,25-09-2006,14-05-2021
BOM532760,Deep Energy Resources Ltd EOD Prices,End of Day prices and additional trading information for Deep Energy Resources Ltd EOD Prices.,14-05-2021 14:19,25-09-2006,14-05-2021
BOM532761,HOV SERVICES LTD. EOD Prices,End of Day prices and additional trading information for HOV SERVICES LTD. EOD Prices.,14-05-2021 14:19,27-09-2006,14-05-2021
BOM532762,ACTION CONSTRUCTION EQUIPMENT LTD. EOD Prices,End of Day prices and additional trading information for ACTION CONSTRUCTION EQUIPMENT LTD. EOD Prices.,14-05-2021 14:19,26-09-2006,14-05-2021
BOM532764,GeeCee Ventures Limited EOD Prices,End of Day prices and additional trading information for GeeCee Ventures Limited EOD Prices.,14-05-2021 14:19,04-10-2006,14-05-2021
BOM532765,USHER AGRO LTD. EOD Prices,End of Day prices and additional trading information for USHER AGRO LTD. EOD Prices.,14-05-2021 14:19,06-10-2006,29-03-2019
BOM532766,RICHA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RICHA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,12-10-2006,12-05-2021
BOM532767,GAYATRI PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for GAYATRI PROJECTS LTD. EOD Prices.,14-05-2021 14:19,17-10-2006,14-05-2021
BOM532768,FIEM INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for FIEM INDUSTRIES LTD. EOD Prices.,14-05-2021 14:19,19-10-2006,14-05-2021
