ticker,issuer_name
JINDALPHOT,Jindal Photo Ltd. (EQJINDALPHOT)
JINDALPOLY,Jindal Poly Films Ltd. (EQJINDALPOLY)
JINDALSAW,Jindal SAW Ltd. (EQJINDALSAW)
JINDALSTEL,Jindal Steel & Power Ltd. (EQJINDALSTEL)
JINDCOT,Jindal Cotex Limited. (EQJINDCOT)
JINDRILL,Jindal Drilling & Industries Ltd. (EQJINDRILL)
JINDWORLD,Jindal Worldwide Ltd. (EQJINDWORLD)
JISLDVREQS,Jain Irrigation Systems Ltd. (EQJISLDVREQS)
JISLJALEQS,Jain Irrigation Systems Ltd. (EQJISLJALEQS)
JITFINFRA,JITF Infralogistics Ltd (EQJITFINFRA)
JIYAECO,Jiya Eco-Products Ltd. (EQJIYAECO)
J_KBANK,Jammu & Kashmir Bank Ltd. (EQJ&KBANK)
JKCEMENT,J.K. Cement Ltd. (EQJKCEMENT)
JKIL,J.Kumar Infraprojects Ltd (EQJKIL)
JKLAKSHMI,JK Lakshmi Cement Ltd. (EQJKLAKSHMI)
JKPAPER,JK Paper Ltd (EQJKPAPER)
JKTYRE,JK Tyre & Industries Ltd. (EQJKTYRE)
JMA,Jullundur Motor Agency (Delhi) Ltd. (EQJMA)
JMCPROJECT,JMC Projects (India) Ltd. (EQJMCPROJECT)
JMFINANCIL,JM Financial Ltd. (EQJMFINANCIL)
JMTAUTOLTD,JMT Auto Ltd. (EQJMTAUTOLTD)
JOCIL,Jocil Ltd (EQJOCIL)
JPASSOCIAT,Jaiprakash Associates Ltd. (EQJPASSOCIAT)
JPINFRATEC,Jaypee Infratech Ltd (EQJPINFRATEC)
JPOLYINVST,Jindal Poly Investment & Finance Co. Ltd. (EQJPOLYINVST)
JPPOWER,Jaiprakash Power Ventures Ltd (EQJPPOWER)
JSL,Jindal Stainless Ltd (EQJSL)
JSLHISAR,Jindal Stainless (Hisar) Ltd (EQJSLHISAR)
JSWENERGY,JSW Energy Ltd (EQJSWENERGY)
JSWHL,JSW Holdings Ltd (EQJSWHL)
JSWISPAT,JSW ISPAT Steel Ltd (EQJSWISPAT)
JSWISPL,JSW Ispat Special Products Ltd. (EQJSWISPL)
JSWSTEEL,JSW Steel Ltd. (EQJSWSTEEL)
JTEKTINDIA,JTEKT India Ltd. (EQJTEKTINDIA)
JUBLFOOD,Jubilant FoodWorks Limited (EQJUBLFOOD)
JUBLINDS,Jubilant Industries Ltd (EQJUBLINDS)
JUBLINGREA,Jubilant Ingrevia Ltd. (EQJUBLINGREA)
JUBLPHARMA,Jubilant Pharmova Ltd. (EQJUBLPHARMA)
JUMBO,Jumbo Bag Ltd. (EQJUMBO)
JUMPNET,Jump Networks Ltd. (EQJUMPNET)
JUNIORBEES,Nippon Life India Asset Management Ltd. (EQJUNIORBEES)
JUPITER,Jupiter Bioscience Ltd. (EQJUPITER)
JUSTDIAL,Just Dial Ltd (EQJUSTDIAL)
JVLAGRO,JVL Agro Industries Ltd (EQJVLAGRO)
JYOTHYLAB,Jyothy Labs Ltd. (EQJYOTHYLAB)
JYOTISTRUC,Jyoti Structures Ltd. (EQJYOTISTRUC)
K1ICICI,ICICI -INDEX WARRANTS (K1ICICI)
KABRAEXTRU,Kabra Extrusiontechnik Ltd. (EQKABRAEXTRU)
KAJARIACER,Kajaria Ceramics Ltd. (EQKAJARIACER)
KAKATCEM,Kakatiya Cement Sugar & Industries Ltd. (EQKAKATCEM)
KALINDEE,Kalindee Rail Nirman (Engineers) Ltd. (EQKALINDEE)
KALPATPOWR,Kalpataru Power Transmission Ltd. (EQKALPATPOWR)
KALYANIFRG,Kalyani Forge Ltd. (EQKALYANIFRG)
KAMATHOTEL,Kamat Hotels (India) Ltd (EQKAMATHOTEL)
KAMDHENU,Kamdhenu Ltd. (EQKAMDHENU)
KAMDHENU_1,KAMDHENU LIMITED (EQKAMDHENU)
KANANIIND,Kanani Industries Ltd. (EQKANANIIND)
KANDAGIRI,Kandagiri Spinning Mills Ltd. (EQKANDAGIRI)
KANORICHEM,Kanoria Chemicals & Industries Ltd. (EQKANORICHEM)
KANPRPLA,Kanpur Plastipack Ltd. (EQKANPRPLA)
KANSAINER,Kansai Nerolac Paints Ltd. (EQKANSAINER)
KAPSTON,Kapston Facilities Management Ltd. (EQKAPSTON)
KARDA,Karda Constructions Ltd. (EQKARDA)
KARMAENG,Karma Energy Ltd. (EQKARMAENG)
KARURKCP,Karur K.C.P. Packkagings Ltd. (EQKARURKCP)
KARURVYSYA,Karur Vysya Bank Ltd. (EQKARURVYSYA)
KAUSHALYA,Kaushalya Infrastructure Development Corp.Ltd. (EQKAUSHALYA)
KAVVERITEL,Kavveri Telecom Products Ltd. (EQKAVVERITEL)
KAYA,Kaya Ltd. (EQKAYA)
KAYA_1,KAYA LIMITED (EQKAYA)
KBIL,Kirloskar Brothers Investments Ltd (EQKBIL)
KCP,KCP Ltd. (EQKCP)
KCPSUGIND,K.C.P. Sugar & Industries Corporation Ltd. (EQKCPSUGIND)
KDDL,KDDL Ltd (EQKDDL)
KEC,KEC International Ltd. (EQKEC)
KECL,Kirloskar Electric Co. Ltd. (EQKECL)
KEERTI,Keerti Knowledge & Skills Ltd. (EQKEERTI)
KEI,KEI Industries Ltd. (EQKEI)
KELLTONTEC,Kellton Tech Solutions Ltd (EQKELLTONTEC)
KEMROCK,Kemrock Industries & Exports Ltd. (EQKEMROCK)
KENNAMET,Kennametal India Ltd. (EQKENNAMET)
KERNEX,Kernex Microsystems (India) Ltd. (EQKERNEX)
KESARENT,Kesar Enterprises Ltd. (EQKESARENT)
KESORAMIND,Kesoram Industries Ltd. (EQKESORAMIND)
KEYFINSERV,Keynote Financial Services Ltd. (EQKEYFINSERV)
KFA,Kingfisher Airlines Ltd (EQKFA)
KGL,Karuturi Global Ltd (EQKGL)
KHADIM,Khadim India Ltd (EQKHADIM)
KHAICHEM,Khaitan Chemicals & Fertilizers Ltd. (EQKHAICHEM)
KHAITANELE,Khaitan Electricals Ltd. (EQKHAITANELE)
KHAITANLTD,Khaitan (India) Ltd. (EQKHAITANLTD)
KHANDSE,Khandwala Securities Ltd. (EQKHANDSE)
KICL,Kalyani Investment Co Ltd (EQKICL)
KIKITEX,(KIKITEX)
KILITCH,Kilitch Drugs (India) Ltd. (EQKILITCH)
KINETICMOT,Kinetic Motor Co. Ltd. (EQKINETICMOT)
KINGFA,Kingfa Science & Technology (India) Ltd. (EQKINGFA)
KIOCL,KIOCL Ltd. (EQKIOCL)
KIRIINDUS,Kiri Industries Ltd (EQKIRIINDUS)
KIRLFER,Kirloskar Ferrous Industries Ltd. (EQKIRLFER)
KIRLOSBROS,Kirloskar Brothers Ltd. (EQKIRLOSBROS)
KIRLOSENG,Kirloskar Oil Engines Ltd (EQKIRLOSENG)
KIRLOSIND,Kirloskar Industries Ltd. (EQKIRLOSIND)
KITEX,Kitex Garments Ltd. (EQKITEX)
KITPLYIND,Kitply Industries Ltd. (EQKITPLYIND)
KKCL,Kewal Kiran Clothing Ltd. (EQKKCL)
KLGSYSTEL,KLG Systel Ltd. (EQKLGSYSTEL)
KLRF,KLRF Ltd (EQKLRF)
KMSUGAR,K.M. Sugar Mills Ltd. (EQKMSUGAR)
KNRCON,KNR Constructions Ltd (EQKNRCON)
KOHINOOR,Kohinoor Foods Ltd. (EQKOHINOOR)
KOJAMFIN,Kojam Fininvest Ltd. (EQKOJAMFIN)
KOKUYOCMLN,Kokuyo Camlin Ltd (EQKOKUYOCMLN)
KOLTEPATIL,Kolte-Patil Developers Ltd. (EQKOLTEPATIL)
KOPDRUGS,KDL Biotech Ltd. (EQKOPDRUGS)
KOPRAN,Kopran Ltd. (EQKOPRAN)
KOTAKBANK,Kotak Mahindra Bank Ltd. (EQKOTAKBANK)
KOTAKBKETF,Kotak Mahindra Asset Management Company Ltd (EQKOTAKBKETF)
KOTAKGOLD,Kotak Mahindra Asset Management Company Ltd (EQKOTAKGOLD)
KOTAKIT,Kotak Mahindra Asset Management Company Ltd (EQKOTAKIT)
KOTAKNIFTY,Kotak Mahindra Asset Management Company Ltd (EQKOTAKNIFTY)
KOTAKNV20,Kotak Mahindra Asset Management Company Ltd (EQKOTAKNV20)
KOTAKPSUBK,Kotak Mahindra Asset Management Company Ltd (EQKOTAKPSUBK)
KOTARISUG,Kothari Sugars & Chemicals Ltd. (EQKOTARISUG)
KOTHARIPET,Kothari Petrochemicals Ltd. (EQKOTHARIPET)
KOTHARIPRO,Kothari Products Ltd. (EQKOTHARIPRO)
KOUTONS,Koutons Retail India Ltd. (EQKOUTONS)
KOVAI,Kovai Medical Center & Hospital Ltd. (EQKOVAI)
KPITTECH,KPIT Technologies Ltd. (EQKPITTECH)
KPRMILL,K.P.R. Mill Ltd. (EQKPRMILL)
KRBL,KRBL Ltd. (EQKRBL)
KREBSBIO,Krebs Biochemicals & Industries Ltd. (EQKREBSBIO)
KRIDHANINF,Kridhan Infra Ltd (EQKRIDHANINF)
KRIDHANINF_1,KRIDHAN INFRA LIMITED (EQKRIDHANINF)
KRISHANA,Krishana Phoschem Ltd (EQKRISHANA)
KRISHNAENG,Krishna Engineering Works Ltd. (EQKRISHNAENG)
KRITIIND,Kriti Industries (India) Ltd. (EQKRITIIND)
KSB,KSB Ltd. (EQKSB)
KSCL,Kaveri Seed Co. Ltd. (EQKSCL)
KSE,KSE Ltd. (EQKSE)
KSERASERA,KSS Ltd (EQKSERASERA)
KSK,KSK Energy Ventures Ltd (EQKSK)
KSL,Kalyani Steels Ltd. (EQKSL)
KSOILS,K.S. Oils Ltd. (EQKSOILS)
KTIL,Kesar Terminals & Infrastructure Ltd. (EQKTIL)
KTKBANK,Karnataka Bank Ltd. (EQKTKBANK)
KUANTUM,Kuantum Papers Ltd (EQKUANTUM)
KWALITY,Kwality Ltd (EQKWALITY)
LAKPRE,Lakshmi Precision Screws Ltd. (EQLAKPRE)
LAKSHMIEFL,Lakshmi Energy and Foods Ltd (EQLAKSHMIEFL)
LAKSHMIMIL,Lakshmi Mills Co. Ltd. (EQLAKSHMIMIL)
LAKSHVILAS,Lakshmi Vilas Bank Ltd. (EQLAKSHVILAS)
LALPATHLAB,Dr. Lal PathLabs Ltd. (EQLALPATHLAB)
LAMBODHARA,Lambodhara Textile Ltd. (EQLAMBODHARA)
LAOPALA,La Opala RG Ltd. (EQLAOPALA)
LASA,Lasa Supergenerics Ltd. (EQLASA)
LAURUSLABS,Laurus Labs Ltd. (EQLAURUSLABS)
LAXMIMACH,Lakshmi Machine Works Ltd. (EQLAXMIMACH)
LCCINFOTEC,LCC Infotech Ltd. (EQLCCINFOTEC)
LEEL,LEEL Electricals Ltd (EQLEEL)
LEMONTREE,Lemon Tree Hotels Ltd. (EQLEMONTREE)
LFIC,Lakshmi Finance & Industrial Corporation Ltd (EQLFIC)
LGBBROSLTD,L.G. Balakrishnan & Bros Ltd. (EQLGBBROSLTD)
LGBFORGE,LGB Forge Ltd. (EQLGBFORGE)
LIBAS,Libas Consumer Products Ltd. (EQLIBAS)
LIBERTSHOE,Liberty Shoes Ltd. (EQLIBERTSHOE)
LICHSGFIN,LIC Housing Finance Ltd. (EQLICHSGFIN)
LICNETFGSC,LIC NOMURA Mutual Fund Asset Management Company Limited (EQLICNETFGSC)
LICNETFN50,LIC NOMURA Mutual Fund Asset Management Company Limited (EQLICNETFN50)
LICNETFSEN,LIC NOMURA Mutual Fund Asset Management Company Limited (EQLICNETFSEN)
LICNFNHGP,LIC NOMURA Mutual Fund Asset Management Company Limited (EQLICNFNHGP)
LIKHITHA,Likhitha Infrastructure Ltd. (EQLIKHITHA)
LINCOLN,Lincoln Pharmaceuticals Ltd. (EQLINCOLN)
LINCPEN,Linc Pen & Plastics Ltd. (EQLINCPEN)
LINDEINDIA,Linde India Ltd (EQLINDEINDIA)
LIQUIDBEES,Nippon Life India Asset Management Ltd. (EQLIQUIDBEES)
LIQUIDETF,DSP BlackRock Investment Managers Private Limited (EQLIQUIDETF)
LITL,Lanco Infratech Ltd. (EQLITL)
LLOYDFIN,Lloyds Finance Ltd. (EQLLOYDFIN)
LML,LML Ltd. (EQLML)
LOKESHMACH,Lokesh Machines Ltd. (EQLOKESHMACH)
LOTTEINDIA,Lotte India Corporation Ltd. (EQLOTTEINDIA)
LOTUSEYE,Lotus Eye Hospital and Institute Ltd (EQLOTUSEYE)
LOVABLE,Lovable Lingerie Ltd (EQLOVABLE)
LPDC,Landmark Property Development Company Ltd (EQLPDC)
LSIL,Lloyds Steels Industries Ltd. (EQLSIL)
LT,Larsen & Toubro Ltd. (EQLT)
L_TFH,L&T Finance Holdings Ltd (EQL&TFH)
L_TFH_RE,L&T Finance Holdings Ltd (EQL&TFH-RE)
LTI,Larsen & Toubro Infotech Ltd. (EQLTI)
LTTS,L&T Technology Services Ltd (EQLTTS)
LUMAXAUTO,Lumax Automotive Systems Ltd. (EQLUMAXAUTO)
LUMAXIND,Lumax Industries Ltd. (EQLUMAXIND)
LUMAXTECH,Lumax Auto Technologies Ltd. (EQLUMAXTECH)
LUPIN,Lupin Ltd (EQLUPIN)
LUXIND,Lux Industries Ltd. (EQLUXIND)
LYKALABS,Lyka Labs Ltd. (EQLYKALABS)
LYPSAGEMS,Lypsa Gems & Jewellery Ltd (EQLYPSAGEMS)
M100,Motilal Oswal Asset Management Company Limited (EQM100)
M1ICICI,ICICI Bank Ltd. (M1ICICI)
M50,Motilal Oswal Asset Management Company Limited (EQM50)
MAANALU,Maan Aluminium Ltd (EQMAANALU)
MAARSOFTW,Maars Software International Ltd. (EQMAARSOFTW)
MACPOWER,Macpower CNC Machines Ltd. (EQMACPOWER)
MADHAV,Madhav Marbles & Granites Ltd. (EQMADHAV)
MADHUCON,Madhucon Projects Ltd. (EQMADHUCON)
MADRASFERT,Madras Fertilizers Ltd. (EQMADRASFERT)
MAESGETF,Mirae Asset Investment Managers (India) Pvt Ltd (EQMAESGETF)
MAGADSUGAR,Magadh Sugar & Energy Ltd. (EQMAGADSUGAR)
MAGMA,Magma Fincorp Ltd (EQMAGMA)
MAGNUM,Magnum Ventures Ltd. (EQMAGNUM)
MAHABANK,Bank of Maharashtra (EQMAHABANK)
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd. (EQMAHAPEXLTD)
MAHASTEEL,Mahamaya Steel Industries Ltd (EQMAHASTEEL)
MAHEPC,Mahindra EPC Irrigation Ltd. (EQMAHEPC)
MAHESHWARI,Maheshwari Logistics Ltd. (EQMAHESHWARI)
MAHINDCIE,Mahindra CIE Automotive Ltd. (EQMAHINDCIE)
MAHINDUGIN,Mahindra Ugine Steel Co. Ltd. (EQMAHINDUGIN)
MAHLIFE,Mahindra Lifespace Developers Ltd. (EQMAHLIFE)
MAHLOG,Mahindra Logistics Ltd. (EQMAHLOG)
MAHSCOOTER,Maharashtra Scooters Ltd. (EQMAHSCOOTER)
MAHSEAMLES,Maharashtra Seamless Ltd. (EQMAHSEAMLES)
MAITHANALL,Maithan Alloys Ltd (EQMAITHANALL)
MAJESCO,Majesco Ltd (EQMAJESCO)
MAKE,Marico Kaya Enterprises Ltd (EQMAKE)
MALCO,Madras Aluminium Co Ltd (EQMALCO)
MALUPAPER,Malu Paper Mills Ltd. (EQMALUPAPER)
MALWACOTT,Malwa Cotton Spinning Mills Ltd. (EQMALWACOTT)
MAN50ETF,Mirae Asset Investment Managers (India) Pvt Ltd (EQMAN50ETF)
MANAKALUCO,Manaksia Aluminium Co. Ltd. (EQMANAKALUCO)
MANAKCOAT,Manaksia Coated Metals & Industries Ltd. (EQMANAKCOAT)
MANAKSIA,Manaksia Ltd. (EQMANAKSIA)
MANAKSTEEL,Manaksia Steels Ltd. (EQMANAKSTEEL)
MANALIPETC,Manali Petrochemicals Ltd (EQMANALIPETC)
MANAPPURAM,Manappuram Finance Ltd (EQMANAPPURAM)
MANGALAM,Mangalam Drugs & Organics Ltd. (EQMANGALAM)
MANGCHEFER,Mangalore Chemicals & Fertilisers Ltd. (EQMANGCHEFER)
MANGLMCEM,Mangalam Cement Ltd. (EQMANGLMCEM)
MANGTIMBER,Mangalam Timber Products Ltd. (EQMANGTIMBER)
MANINDS,Man Industries (India) Ltd. (EQMANINDS)
MANINFRA,Man Infraconstruction Ltd. (EQMANINFRA)
MANJEERA,Manjeera Constructions Ltd (EQMANJEERA)
MANJUSHREE,Manjushree Technopack Ltd (EQMANJUSHREE)
MANPASAND,Manpasand Beverages Ltd (EQMANPASAND)
MANUGRAPH,Manugraph India Ltd. (EQMANUGRAPH)
MANXT50,Mirae Asset Investment Managers (India) Pvt Ltd (EQMANXT50)
MARALOVER,Maral Overseas Ltd. (EQMARALOVER)
MARATHON,Marathon Nextgen Realty Ltd. (EQMARATHON)
MARG,Marg Ltd. (EQMARG)
MARICO,Marico Ltd. (EQMARICO)
MARINE,Marine Electricals (India) Ltd. (EQMARINE)
MARKSANS,Marksans Pharma Ltd . (EQMARKSANS)
MARUTI,Maruti Suzuki India Ltd. (EQMARUTI)
MASFIN,MAS Financial Services Limited (EQMASFIN)
MASKINVEST,Mask Investments Ltd (EQMASKINVEST)
MASTEK,Mastek Ltd. (EQMASTEK)
MATRIMONY,Matrimony.com Ltd. (EQMATRIMONY)
MATRIXLABS,Matrix Laboratories Ltd. (EQMATRIXLABS)
MAWANA,Mawana Sugars Ltd. (EQMAWANA)
MAWANASUG,Mawana Sugars Ltd (EQMAWANASUG)
MAXHEALTH,Max Healthcare Institute Ltd. (EQMAXHEALTH)
MAXIND,Max India Ltd. (EQMAXIND)
MAXINDIA,Max India Ltd (EQMAXINDIA)
MAXVIL,Max Ventures & Industries Ltd. (EQMAXVIL)
MAYURUNIQ,Mayur Uniquoters Ltd. (EQMAYURUNIQ)
MAZDA,Mazda Ltd. (EQMAZDA)
MAZDOCK,Mazagon Dock Shipbuilders Ltd. (EQMAZDOCK)
MBAPL,Madhya Bharat Agro Products Ltd. (EQMBAPL)
MBECL,McNally Bharat Engineering Co. Ltd. (EQMBECL)
MBLINFRA,MBL Infrastructures Limited (EQMBLINFRA)
MCDHOLDING,McDowell Holdings Ltd (EQMCDHOLDING)
MCDOWELL_N,United Spirits Ltd. (EQMCDOWELL-N)
MCL,Madhav Copper Ltd. (EQMCL)
MCLEODRUSS,McLeod Russel India Ltd (EQMCLEODRUSS)
MCX,Multi Commodity Exchange of India Ltd (EQMCX)
MEGASOFT,Megasoft Ltd. (EQMEGASOFT)
MEGH,Meghmani Organics Limited (EQMEGH)
MELSTAR,Melstar Information Technologies Ltd. (EQMELSTAR)
MENONBE,Menon Bearings Ltd. (EQMENONBE)
MEP,MEP Infrastructure Developers Ltd. (EQMEP)
MERCATOR,Mercator Ltd (EQMERCATOR)
METALFORGE,Metalyst Forgings Ltd. (EQMETALFORGE)
METALFORGE_1,METALYST FORGINGS LIMITED (EQMETALFORGE)
METKORE,Metkore Alloys & Industries Ltd (EQMETKORE)
METROPOLIS,Metropolis Healthcare Ltd. (EQMETROPOLIS)
MF1IADD,DHFL Pramerica Asset Managers Private Limited (MF1IADD)
MF549,Sundaram Asset Management Company Limited (MF549)
MFABSLFTQVDG,Aditya Birla Sun Life AMC Ltd. (MFABSLFTQVDG)
MFABSLFTQWDG,Aditya Birla Sun Life AMC Ltd. (MFABSLFTQWDG)
MFABSLFTQXDG,Aditya Birla Sun Life AMC Ltd. (MFABSLFTQXDG)
MFABSLFTSARG,Aditya Birla Sun Life AMC Ltd. (MFABSLFTSARG)
MFABSLFTSARN,Aditya Birla Sun Life AMC Ltd. (MFABSLFTSARN)
MFABSLFTSGRG,Aditya Birla Sun Life AMC Ltd. (MFABSLFTSGRG)
MFABSLFTSGRN,Aditya Birla Sun Life AMC Ltd. (MFABSLFTSGRN)
MFABSLFTSLRG,Aditya Birla Sun Life AMC Ltd. (MFABSLFTSLRG)
MFABSLRIF5DD,Aditya Birla Sun Life AMC Ltd. (MFABSLRIF5DD)
MFABSLRIF5RD,Aditya Birla Sun Life AMC Ltd. (MFABSLRIF5RD)
MFABSLRIF5RG,Aditya Birla Sun Life AMC Ltd. (MFABSLRIF5RG)
MFABSLRIF6RD,Aditya Birla Sun Life AMC Ltd. (MFABSLRIF6RD)
MFABSLRIF6RG,Aditya Birla Sun Life AMC Ltd. (MFABSLRIF6RG)
MFABSLRIF7RG,Aditya Birla Sun Life AMC Ltd. (MFABSLRIF7RG)
MFAXISCPO1GP,Axis Asset Management Company Limited (MFAXISCPO1GP)
MFAXISCPO2DP,Axis Asset Management Company Limited (MFAXISCPO2DP)
MFAXISSCRDP,Axis Asset Management Company Limited (MFAXISSCRDP)
MFAXISSCRGP,Axis Asset Management Company Limited (MFAXISSCRGP)
MFBNPCPGII,BNP Paribas Asset Management (India) Pvt. Ltd (MFBNPCPGII)
MFBPF01D1D,Baroda Asset Management India Ltd. (MFBPF01D1D)
MFBPF01D1R,Baroda Asset Management India Ltd. (MFBPF01D1R)
MFBPF01D2G,Baroda Asset Management India Ltd. (MFBPF01D2G)
MFBPF01D3D,Baroda Asset Management India Ltd. (MFBPF01D3D)
MFBPF01GPG,Baroda Asset Management India Ltd. (MFBPF01GPG)
MFBPF01MDD,Baroda Asset Management India Ltd. (MFBPF01MDD)
MFBPF01MDR,Baroda Asset Management India Ltd. (MFBPF01MDR)
MFBPF01QDD,Baroda Asset Management India Ltd. (MFBPF01QDD)
MFBPF01QDR,Baroda Asset Management India Ltd. (MFBPF01QDR)
MFBPF02D1R,Baroda Asset Management India Ltd. (MFBPF02D1R)
MFBPF02D2G,Baroda Asset Management India Ltd. (MFBPF02D2G)
MFBPF02D3D,Baroda Asset Management India Ltd. (MFBPF02D3D)
MFBPF02D4D,Baroda Asset Management India Ltd. (MFBPF02D4D)
MFBPF02IDR,Baroda Asset Management India Ltd. (MFBPF02IDR)
MFBPF02IGG,Baroda Asset Management India Ltd. (MFBPF02IGG)
MFBPF02RDR,Baroda Asset Management India Ltd. (MFBPF02RDR)
MFBPF02RGG,Baroda Asset Management India Ltd. (MFBPF02RGG)
MFBSLCAP19RG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP19RG)
MFBSLCAP21RG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP21RG)
MFBSLCAP22DG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP22DG)
MFBSLCAP22RG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP22RG)
MFBSLCAP23DG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP23DG)
MFBSLCAP23RG,Birla Sun Life Asset Management Company Ltd (MFBSLCAP23RG)
MFBSLCAP25DG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP25DG)
MFBSLCAP25RG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP25RG)
MFBSLCAP26DG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP26DG)
MFBSLCAP26RG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP26RG)
MFBSLCAP29DG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP29DG)
MFBSLCAP29RG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP29RG)
MFBSLCAP30DG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP30DG)
MFBSLCAP30RG,Aditya Birla Sun Life AMC Ltd. (MFBSLCAP30RG)
MFBSLCP1G,BIRLA SUN LIFE CPOF S1 G (MFBSLCP1G)
MFBSLCP2G,Birla Sun Life Asset Management Company Ltd (MFBSLCP2G)
MFBSLCP3G,(MFBSLCP3G)
MFBSLCP6G,(MFBSLCP6G)
MFBSLDAFSIDD,Aditya Birla Sun Life AMC Ltd. (MFBSLDAFSIDD)
MFBSLDAFSIRD,Aditya Birla Sun Life AMC Ltd. (MFBSLDAFSIRD)
MFBSLDAFSIRG,Aditya Birla Sun Life AMC Ltd. (MFBSLDAFSIRG)
MFBSLELFS5RG,Aditya Birla Sun Life AMC Ltd. (MFBSLELFS5RG)
MFBSLELFS6DN,Aditya Birla Sun Life AMC Ltd. (MFBSLELFS6DN)
MFBSLELFS6RG,Aditya Birla Sun Life AMC Ltd. (MFBSLELFS6RG)
MFBSLELFS7RG,Aditya Birla Sun Life AMC Ltd. (MFBSLELFS7RG)
MFBSLFEFS2RG,Birla Sun Life Asset Management Company Ltd (MFBSLFEFS2RG)
MFBSLFEFS3RG,Aditya Birla Sun Life AMC Ltd. (MFBSLFEFS3RG)
MFBSLFTPBKIN,(MFBSLFTPBKIN)
MFBSLFTPBKR,(MFBSLFTPBKR)
MFBSLFTPDAG,Birla Sun Life Asset Management Company Ltd (MFBSLFTPDAG)
MFBSLFTPKUDG,Birla Sun Life Asset Management Company Ltd (MFBSLFTPKUDG)
MFBSLFTPLVDG,Birla Sun Life Asset Management Company Ltd (MFBSLFTPLVDG)
MFBSLFTPMPDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPMPDG)
MFBSLFTPMPRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPMPRG)
MFBSLFTPNRDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPNRDG)
MFBSLFTPNRRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPNRRG)
MFBSLFTPNRRN,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPNRRN)
MFBSLFTPNRRQ,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPNRRQ)
MFBSLFTPNTRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPNTRG)
MFBSLFTPODDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPODDG)
MFBSLFTPOEDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOEDG)
MFBSLFTPOERG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOERG)
MFBSLFTPOFDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOFDG)
MFBSLFTPOFRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOFRG)
MFBSLFTPOGDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOGDG)
MFBSLFTPOGRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOGRG)
MFBSLFTPOHDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOHDG)
MFBSLFTPOHRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOHRG)
MFBSLFTPOHRN,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOHRN)
MFBSLFTPOIDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOIDG)
MFBSLFTPOIRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOIRG)
MFBSLFTPOJRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOJRG)
MFBSLFTPOJRN,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOJRN)
MFBSLFTPOKDG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOKDG)
MFBSLFTPOKRG,Aditya Birla Sun Life AMC Ltd. (MFBSLFTPOKRG)
MFBSLRGES1DD,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1DD)
MFBSLRGES1DG,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1DG)
MFBSLRGES1RD,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1RD)
MFBSLRGES1RG,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1RG)
MFBSLRIFS1DG,Aditya Birla Sun Life AMC Ltd. (MFBSLRIFS1DG)
MFBSLRIFS1RG,Aditya Birla Sun Life AMC Ltd. (MFBSLRIFS1RG)
MFBSLRIFS2RG,Aditya Birla Sun Life AMC Ltd. (MFBSLRIFS2RG)
MFBSLRIFS3RD,Aditya Birla Sun Life AMC Ltd. (MFBSLRIFS3RD)
MFBSLRIFS3RG,Aditya Birla Sun Life AMC Ltd. (MFBSLRIFS3RG)
